,name,Morgan radius 2 tanimoto similarity average,Morgan radius 2 tanimoto similarity std,Morgan radius 2 tanimoto similarity max,Morgan radius 2 tanimoto similarity median,Morgan radius 2 tanimoto similarity percentile 80,Morgan radius 2 tanimoto similarity percentile 90,Morgan radius 2 tanimoto similarity percentile 95,Morgan radius 3 tanimoto similarity average,Morgan radius 3 tanimoto similarity std,Morgan radius 3 tanimoto similarity max,Morgan radius 3 tanimoto similarity median,Morgan radius 3 tanimoto similarity percentile 80,Morgan radius 3 tanimoto similarity percentile 90,Morgan radius 3 tanimoto similarity percentile 95,Morgan radius 4 tanimoto similarity average,Morgan radius 4 tanimoto similarity std,Morgan radius 4 tanimoto similarity max,Morgan radius 4 tanimoto similarity median,Morgan radius 4 tanimoto similarity percentile 80,Morgan radius 4 tanimoto similarity percentile 90,Morgan radius 4 tanimoto similarity percentile 95,custom fingerprint tanimoto similarity average,custom fingerprint tanimoto similarity std,custom fingerprint tanimoto similarity max,custom fingerprint tanimoto similarity median,custom fingerprint tanimoto similarity percentile 80,custom fingerprint tanimoto similarity percentile 90,custom fingerprint tanimoto similarity percentile 95
1-Benzopyrylium,1-Benzopyrylium,0.12157473330885984,0.09687427636534757,0.55,0.1125,0.20987654320987653,0.2631578947368421,0.2916666666666667,0.09554267931818809,0.07395391606166593,0.4727272727272727,0.08955223880597014,0.16363636363636364,0.2,0.2236842105263158,0.0925588655407239,0.071617778796836,0.4727272727272727,0.08620689655172414,0.15714285714285714,0.19480519480519481,0.21661512027491392,0.1858697977294043,0.12760579003194766,0.9,0.18181818181818182,0.15714285714285714,0.19480519480519481,0.21661512027491392
alpha-Solanine,alpha-Solanine,0.03533177009671083,0.027934241344238588,1.0,0.03015075376884422,0.04455445544554455,0.057868638538494985,0.07726687475614512,0.03238230297175488,0.024034150029416442,1.0,0.028,0.04048582995951417,0.05106382978723404,0.06593406593406594,0.030207110407051648,0.02244770977058106,1.0,0.025925925925925925,0.03793103448275862,0.04808666017526776,0.06113372967221072,0.09907083882601006,0.060250723721729016,1.0,0.0847457627118644,0.03793103448275862,0.04808666017526776,0.06113372967221072
Chlorhexidine,Chlorhexidine,0.07935041794062776,0.04228977735463616,0.33962264150943394,0.07692307692307693,0.11399229781771525,0.1347517730496454,0.15151515151515152,0.06618904982096334,0.03462830175117858,0.3157894736842105,0.06428571428571428,0.09473684210526316,0.11079059829059809,0.12574850299401197,0.06001176271508891,0.029972017857150427,0.3051948051948052,0.05813953488372093,0.0847457627118644,0.09859154929577464,0.11165048543689321,0.17589113550930277,0.0680119044396049,0.5,0.1694915254237288,0.0847457627118644,0.09859154929577464,0.11165048543689321
2-Furaldehyde semicarbazone,2-Furaldehyde semicarbazone,0.08794109528012596,0.045516426098647686,0.5428571428571428,0.0875,0.125,0.14516129032258066,0.16176470588235295,0.0741655189187646,0.037516229706390986,0.4883720930232558,0.07352941176470588,0.10465116279069768,0.12121212121212122,0.13513513513513514,0.07152879527664671,0.03508880844342763,0.45652173913043476,0.07017543859649122,0.1,0.11627906976744186,0.12903225806451613,0.2805384401022834,0.09127939264183184,0.8,0.2727272727272727,0.1,0.11627906976744186,0.12903225806451613
Gemifloxacin,Gemifloxacin,0.09509662777264806,0.03589564549295951,0.4803921568627451,0.09090909090909091,0.12264150943396226,0.14074074074074075,0.1573549965059397,0.07961405426158306,0.029475939187872773,0.373134328358209,0.07751937984496124,0.10236220472440945,0.11730914588057442,0.13114754098360656,0.07424821922830233,0.026261874129380733,0.31446540880503143,0.072,0.0949367088607595,0.1076923076923077,0.11888111888111888,0.2512554690670541,0.09602179662931289,0.7543859649122807,0.24074074074074073,0.0949367088607595,0.1076923076923077,0.11888111888111888
Tenofovir Alafenamide,Tenofovir Alafenamide,0.1156357580775619,0.04949365624107014,0.504,0.11475409836065574,0.16153846153846155,0.18018018018018017,0.1941747572815534,0.09572249297533203,0.04063596066188644,0.4634146341463415,0.09433962264150944,0.1323529411764706,0.1488095238095238,0.16083916083916083,0.0873193529724819,0.0365891364460117,0.4460431654676259,0.08666666666666667,0.12,0.13488660646584402,0.14630694891854565,0.2480105198765282,0.10259818833349853,0.7627118644067796,0.23636363636363636,0.12,0.13488660646584402,0.14630694891854565
4-(3-Aminobutyl)phenol,4-(3-Aminobutyl)phenol,0.13001951364416786,0.06636601553120079,0.8157894736842105,0.12903225806451613,0.17777777777777778,0.20689655172413793,0.23529411764705882,0.10822944070449736,0.054640784443781856,0.7083333333333334,0.10666666666666667,0.14634146341463414,0.16923076923076924,0.19402985074626866,0.1013067902569173,0.05070609372891589,0.6181818181818182,0.09900990099009901,0.1368421052631579,0.15873015873015872,0.18309859154929578,0.290380212594232,0.12266620855319536,0.9411764705882353,0.2647058823529412,0.1368421052631579,0.15873015873015872,0.18309859154929578
4-Fluoroselegiline,4-Fluoroselegiline,0.10694136746811085,0.05441708273877867,0.6,0.10752688172043011,0.14864864864864866,0.17391304347826086,0.19626168224299065,0.0894829966315849,0.04478308967808448,0.5483870967741935,0.0898876404494382,0.12295081967213115,0.14457831325301204,0.16417910447761194,0.08290395588027895,0.040896632700439084,0.5217391304347826,0.08333333333333333,0.11363636363636363,0.13333333333333333,0.15,0.24100195679324007,0.10279215891905125,0.9230769230769231,0.22727272727272727,0.11363636363636363,0.13333333333333333,0.15
4[-2-(4-Benzyl-piperidine-1-yl)-ethanesulfonyl]-phenol,4[-2-(4-Benzyl-piperidine-1-yl)-ethanesulfonyl]-phenol,0.12230071020446391,0.06980420116274988,0.7380952380952381,0.11,0.1875,0.2222222222222222,0.24691358024691357,0.10138142197717734,0.05740432091350637,0.6728971962616822,0.09166666666666666,0.15454545454545454,0.18333333333333332,0.2037037037037037,0.09217698084845612,0.051115549729851766,0.5952380952380952,0.08387096774193549,0.1402439024390244,0.16455696202531644,0.18283870967741928,0.28039546204589566,0.09902461360399001,0.8611111111111112,0.26666666666666666,0.1402439024390244,0.16455696202531644,0.18283870967741928
Neotame,Neotame,0.11601239641128011,0.05968046190004275,0.6455696202531646,0.10891089108910891,0.16326530612244897,0.19318181818181818,0.2205844535359435,0.09896659565013487,0.050920920917515586,0.5979381443298969,0.09285714285714286,0.13821138211382114,0.1652461372619475,0.1875,0.09181279197387185,0.046378209056411566,0.5504587155963303,0.08633093525179857,0.128,0.15244552058111374,0.17269480519480507,0.2595424082012212,0.10468333776074343,0.8648648648648649,0.24489795918367346,0.128,0.15244552058111374,0.17269480519480507
